d_show,p_hand,p_1c,p_2c,p_2c_h,p_3c,p_3c_h,p_4c,p_4c_h,p_5c,p_5c_h,p_6c,p_6c_h,p_7c,p_7c_h,p_final_hand,d_final,d_hit,d_bust,p_initial,p_final,p_bust,p_win
7,"A,A",A,A,0,,0,,0,,0,,0,,0,"A,A",20,1,0,12,12,0,0
K,"5,6",5,6,1,4,0,,0,,0,,0,,0,"5,6,4",21,1,0,11,15,0,0
5,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",23,1,1,19,19,0,1
10,"8,K",8,K,0,,0,,0,,0,,0,,0,"8,K",19,0,0,18,18,0,0
J,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",20,0,0,20,20,0,0
2,"Q,4",Q,4,1,7,0,,0,,0,,0,,0,"Q,4,7",17,1,0,14,21,0,1
Q,"4,2",4,2,1,J,1,10,0,,0,,0,,0,"4,2,J,10",17,0,0,6,26,1,0
3,"2,8",2,8,1,7,0,,0,,0,,0,,0,"2,8,7",18,1,0,10,17,0,0
7,"9,6",9,6,0,,0,,0,,0,,0,,0,"9,6",19,1,0,15,15,0,0
10,"2,5",2,5,1,2,1,10,0,,0,,0,,0,"2,5,2,10",17,0,0,7,19,0,1
9,"Q,3",Q,3,0,,0,,0,,0,,0,,0,"Q,3",19,0,0,13,13,0,0
7,"6,2",6,2,1,2,1,J,0,,0,,0,,0,"6,2,2,J",17,0,0,8,20,0,1
2,"10,2",10,2,1,6,0,,0,,0,,0,,0,"10,2,6",18,1,0,12,18,0,0
Q,"Q,10",Q,10,0,,0,,0,,0,,0,,0,"Q,10",20,0,0,20,20,0,0
6,"J,8",J,8,0,,0,,0,,0,,0,,0,"J,8",26,1,1,18,18,0,1
9,"9,8",9,8,0,,0,,0,,0,,0,,0,"9,8",19,0,0,17,17,0,0
J,"4,5",4,5,0,,0,,0,,0,,0,,0,"4,5",21,0,0,9,9,0,0
6,"8,J",8,J,0,,0,,0,,0,,0,,0,"8,J",25,1,1,18,18,0,1
6,"Q,10",Q,10,0,,0,,0,,0,,0,,0,"Q,10",17,1,0,20,20,0,1
2,"5,K",5,K,1,3,0,,0,,0,,0,,0,"5,K,3",17,1,0,15,18,0,1
J,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",21,0,0,19,19,0,0
7,"4,10",4,10,1,3,1,7,0,,0,,0,,0,"4,10,3,7",10,0,0,14,24,1,0
Q,"K,A",K,A,0,,0,,0,,0,,0,,0,"K,A",18,0,0,21,21,0,1
8,"3,7",3,7,1,8,1,2,0,,0,,0,,0,"3,7,8,2",24,1,1,10,20,0,1
2,"8,10",8,10,1,6,0,,0,,0,,0,,0,"8,10,6",7,0,0,18,24,1,0
Q,"8,J",8,J,0,,0,,0,,0,,0,,0,"8,J",17,0,0,18,18,0,1
10,"3,3",3,3,1,A,0,,0,,0,,0,,0,"3,3,A",20,0,0,6,17,0,0
J,"6,3",6,3,1,10,0,,0,,0,,0,,0,"6,3,10",20,0,0,9,19,0,0
6,"5,9",5,9,1,7,0,,0,,0,,0,,0,"5,9,7",17,1,0,14,21,0,1
8,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",19,0,0,19,19,0,0
J,"7,5",7,5,1,10,0,,0,,0,,0,,0,"7,5,10",20,0,0,12,22,1,0
5,"5,6",5,6,1,7,1,7,0,,0,,0,,0,"5,6,7,7",11,0,0,11,25,1,0
J,"8,8",8,8,0,,0,,0,,0,,0,,0,"8,8",21,0,0,16,16,0,0
10,"J,9",J,9,0,,0,,0,,0,,0,,0,"J,9",17,0,0,19,19,0,1
K,"9,3",9,3,1,8,0,,0,,0,,0,,0,"9,3,8",18,0,0,12,20,0,1
6,"4,10",4,10,0,,0,,0,,0,,0,,0,"4,10",17,1,0,14,14,0,0
4,"2,J",2,J,1,5,0,,0,,0,,0,,0,"2,J,5",17,1,0,12,17,0,0
J,"6,7",6,7,0,,0,,0,,0,,0,,0,"6,7",19,1,0,13,13,0,0
2,"8,A",8,A,0,,0,,0,,0,,0,,0,"8,A",17,1,0,19,19,0,1
2,"8,7",8,7,0,,0,,0,,0,,0,,0,"8,7",17,1,0,15,15,0,0
7,"J,4",J,4,1,K,0,,0,,0,,0,,0,"J,4,K",17,0,0,14,24,1,0
K,"K,6",K,6,1,K,0,,0,,0,,0,,0,"K,6,K",19,0,0,16,26,1,0
6,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",26,1,1,20,20,0,1
6,"10,J",10,J,0,,0,,0,,0,,0,,0,"10,J",18,1,0,20,20,0,1
3,"A,5",A,5,1,2,0,,0,,0,,0,,0,"A,5,2",18,1,0,16,18,0,0
2,"6,8",6,8,1,5,0,,0,,0,,0,,0,"6,8,5",22,1,1,14,19,0,1
K,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",23,1,1,20,20,0,1
6,"A,7",A,7,0,,0,,0,,0,,0,,0,"A,7",20,1,0,18,18,0,0
K,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",20,1,0,20,20,0,0
4,"10,2",10,2,0,,0,,0,,0,,0,,0,"10,2",19,1,0,12,12,0,0
Q,"3,7",3,7,1,10,0,,0,,0,,0,,0,"3,7,10",19,1,0,10,20,0,1
A,"3,4",3,4,1,J,0,,0,,0,,0,,0,"3,4,J",19,1,0,7,17,0,0
3,"J,5",J,5,0,,0,,0,,0,,0,,0,"J,5",21,1,0,15,15,0,0
5,"J,2",J,2,1,5,0,,0,,0,,0,,0,"J,2,5",20,1,0,12,17,0,0
6,"10,10",10,10,0,,0,,0,,0,,0,,0,"10,10",17,0,0,20,20,0,1
K,"3,5",3,5,1,7,1,7,0,,0,,0,,0,"3,5,7,7",18,0,0,8,22,1,0
A,"J,5",J,5,1,Q,0,,0,,0,,0,,0,"J,5,Q",17,0,0,15,25,1,0
3,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",18,1,0,20,20,0,1
7,"5,5",5,5,1,K,0,,0,,0,,0,,0,"5,5,K",17,0,0,10,20,0,1
10,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",18,0,0,21,21,0,1
3,"J,3",J,3,0,,0,,0,,0,,0,,0,"J,3",23,1,1,13,13,0,1
4,"2,A",2,A,0,,0,,0,,0,,0,,0,"2,A",26,1,1,13,13,0,1
7,"4,6",4,6,1,Q,0,,0,,0,,0,,0,"4,6,Q",18,0,0,10,20,0,1
K,"5,2",5,2,1,J,0,,0,,0,,0,,0,"5,2,J",20,0,0,7,17,0,0
2,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",11,0,0,21,21,0,1
3,"10,A",10,A,0,,0,,0,,0,,0,,0,"10,A",13,0,0,21,21,0,1
10,"3,J",3,J,1,3,0,,0,,0,,0,,0,"3,J,3",20,0,0,13,16,0,0
A,"J,3",J,3,1,3,0,,0,,0,,0,,0,"J,3,3",25,1,1,13,16,0,1
9,"Q,10",Q,10,0,,0,,0,,0,,0,,0,"Q,10",22,1,1,20,20,0,1
2,"10,A",10,A,0,,0,,0,,0,,0,,0,"10,A",12,0,0,21,21,0,1
8,"6,2",6,2,1,9,0,,0,,0,,0,,0,"6,2,9",17,0,0,8,17,0,0
7,"6,2",6,2,1,3,1,8,0,,0,,0,,0,"6,2,3,8",25,1,1,8,19,0,1
4,"Q,4",Q,4,0,,0,,0,,0,,0,,0,"Q,4",20,1,0,14,14,0,0
K,"7,J",7,J,1,K,0,,0,,0,,0,,0,"7,J,K",19,0,0,17,27,1,0
A,"2,J",2,J,0,,0,,0,,0,,0,,0,"2,J",20,1,0,12,12,0,0
Q,"K,4",K,4,1,5,0,,0,,0,,0,,0,"K,4,5",23,1,1,14,19,0,1
3,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",19,1,0,20,20,0,1
5,"4,6",4,6,1,Q,0,,0,,0,,0,,0,"4,6,Q",22,1,1,10,20,0,1
5,"7,4",7,4,1,8,0,,0,,0,,0,,0,"7,4,8",20,1,0,11,19,0,0
2,"2,5",2,5,1,6,0,,0,,0,,0,,0,"2,5,6",22,1,1,7,13,0,1
5,"Q,4",Q,4,0,,0,,0,,0,,0,,0,"Q,4",25,1,1,14,14,0,1
7,"9,J",9,J,0,,0,,0,,0,,0,,0,"9,J",17,0,0,19,19,0,1
J,"7,3",7,3,1,9,0,,0,,0,,0,,0,"7,3,9",21,1,0,10,19,0,0
6,"10,2",10,2,0,,0,,0,,0,,0,,0,"10,2",19,1,0,12,12,0,0
6,"J,9",J,9,0,,0,,0,,0,,0,,0,"J,9",22,1,1,19,19,0,1
3,"9,6",9,6,1,A,1,A,0,,0,,0,,0,"9,6,A,A",20,1,0,15,17,0,0
K,"8,6",8,6,0,,0,,0,,0,,0,,0,"8,6",20,1,0,14,14,0,0
3,"10,10",10,10,0,,0,,0,,0,,0,,0,"10,10",18,1,0,20,20,0,1
6,"J,4",J,4,1,4,0,,0,,0,,0,,0,"J,4,4",26,1,1,14,18,0,1
6,"K,5",K,5,1,8,0,,0,,0,,0,,0,"K,5,8",8,0,0,15,23,1,0
5,"6,4",6,4,1,9,0,,0,,0,,0,,0,"6,4,9",25,1,1,10,19,0,1
2,"10,7",10,7,0,,0,,0,,0,,0,,0,"10,7",17,1,0,17,17,0,0
J,"8,J",8,J,0,,0,,0,,0,,0,,0,"8,J",20,0,0,18,18,0,0
A,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",17,0,0,18,18,0,1
J,"10,10",10,10,0,,0,,0,,0,,0,,0,"10,10",17,0,0,20,20,0,1
6,"9,7",9,7,0,,0,,0,,0,,0,,0,"9,7",19,1,0,16,16,0,0
9,"7,3",7,3,1,4,0,,0,,0,,0,,0,"7,3,4",19,0,0,10,14,0,0
6,"6,5",6,5,1,3,1,A,1,9,0,,0,,0,"6,5,3,A,9",16,0,0,11,24,1,0
2,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",17,1,0,19,19,0,1
J,"4,A",4,A,1,A,1,5,0,,0,,0,,0,"4,A,A,5",17,0,0,15,21,0,1
8,"4,K",4,K,0,,0,,0,,0,,0,,0,"4,K",19,0,0,14,14,0,0
8,"7,5",7,5,0,,0,,0,,0,,0,,0,"7,5",19,1,0,12,12,0,0
Q,"3,7",3,7,1,Q,0,,0,,0,,0,,0,"3,7,Q",17,0,0,10,20,0,1
4,"9,K",9,K,0,,0,,0,,0,,0,,0,"9,K",21,1,0,19,19,0,0
2,"3,2",3,2,1,7,0,,0,,0,,0,,0,"3,2,7",17,1,0,5,12,0,0
A,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",20,0,0,21,21,0,1
5,"10,2",10,2,1,10,0,,0,,0,,0,,0,"10,2,10",16,0,0,12,22,1,0
6,"A,K",A,K,0,,0,,0,,0,,0,,0,"A,K",15,0,0,21,21,0,1
K,"3,A",3,A,1,A,1,2,0,,0,,0,,0,"3,A,A,2",19,0,0,14,17,0,0
6,"5,8",5,8,1,Q,0,,0,,0,,0,,0,"5,8,Q",16,0,0,13,23,1,0
10,"4,6",4,6,1,7,1,K,0,,0,,0,,0,"4,6,7,K",16,0,0,10,27,1,0
8,"10,6",10,6,1,6,0,,0,,0,,0,,0,"10,6,6",15,0,0,16,22,1,0
10,"7,3",7,3,0,,0,,0,,0,,0,,0,"7,3",21,0,0,10,10,0,0
3,"6,5",6,5,1,10,0,,0,,0,,0,,0,"6,5,10",17,1,0,11,21,0,1
4,"3,Q",3,Q,1,6,0,,0,,0,,0,,0,"3,Q,6",24,1,1,13,19,0,1
6,"4,4",4,4,1,A,0,,0,,0,,0,,0,"4,4,A",24,1,1,8,19,0,1
9,"8,8",8,8,0,,0,,0,,0,,0,,0,"8,8",19,0,0,16,16,0,0
A,"2,5",2,5,1,2,1,3,1,10,0,,0,,0,"2,5,2,3,10",18,0,0,7,22,1,0
10,"7,5",7,5,0,,0,,0,,0,,0,,0,"7,5",23,1,1,12,12,0,1
4,"4,Q",4,Q,1,8,0,,0,,0,,0,,0,"4,Q,8",14,0,0,14,22,1,0
3,"K,A",K,A,0,,0,,0,,0,,0,,0,"K,A",9,0,0,21,21,0,1
3,"7,J",7,J,1,4,0,,0,,0,,0,,0,"7,J,4",18,1,0,17,21,0,1
10,"5,3",5,3,1,A,0,,0,,0,,0,,0,"5,3,A",20,0,0,8,19,0,0
Q,"9,3",9,3,1,9,0,,0,,0,,0,,0,"9,3,9",20,0,0,12,21,0,1
K,"3,J",3,J,0,,0,,0,,0,,0,,0,"3,J",19,1,0,13,13,0,0
7,"A,2",A,2,0,,0,,0,,0,,0,,0,"A,2",19,1,0,13,13,0,0
4,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",24,1,1,20,20,0,1
2,"4,K",4,K,0,,0,,0,,0,,0,,0,"4,K",21,1,0,14,14,0,0
9,"3,8",3,8,1,9,0,,0,,0,,0,,0,"3,8,9",18,1,0,11,20,0,1
K,"J,10",J,10,0,,0,,0,,0,,0,,0,"J,10",19,0,0,20,20,0,1
Q,"6,10",6,10,0,,0,,0,,0,,0,,0,"6,10",24,1,1,16,16,0,1
A,"5,2",5,2,0,,0,,0,,0,,0,,0,"5,2",21,0,0,7,7,0,0
9,"8,10",8,10,0,,0,,0,,0,,0,,0,"8,10",23,1,1,18,18,0,1
3,"3,8",3,8,1,K,0,,0,,0,,0,,0,"3,8,K",17,1,0,11,21,0,1
Q,"K,9",K,9,0,,0,,0,,0,,0,,0,"K,9",17,0,0,19,19,0,1
A,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",14,0,0,21,21,0,1
9,"Q,6",Q,6,0,,0,,0,,0,,0,,0,"Q,6",21,1,0,16,16,0,0
8,"Q,6",Q,6,1,3,0,,0,,0,,0,,0,"Q,6,3",18,0,0,16,19,0,1
8,"10,3",10,3,0,,0,,0,,0,,0,,0,"10,3",17,0,0,13,13,0,0
A,"2,2",2,2,1,A,1,9,1,9,0,,0,,0,"2,2,A,9,9",18,0,0,4,23,1,0
J,"2,A",2,A,0,,0,,0,,0,,0,,0,"2,A",19,1,0,13,13,0,0
J,"5,3",5,3,1,6,1,6,0,,0,,0,,0,"5,3,6,6",18,0,0,8,20,0,1
8,"2,A",2,A,0,,0,,0,,0,,0,,0,"2,A",17,1,0,13,13,0,0
10,"K,5",K,5,0,,0,,0,,0,,0,,0,"K,5",21,0,0,15,15,0,0
5,"10,3",10,3,0,,0,,0,,0,,0,,0,"10,3",17,1,0,13,13,0,0
5,"4,2",4,2,1,Q,1,9,0,,0,,0,,0,"4,2,Q,9",13,0,0,6,25,1,0
3,"4,10",4,10,0,,0,,0,,0,,0,,0,"4,10",18,1,0,14,14,0,0
6,"K,9",K,9,0,,0,,0,,0,,0,,0,"K,9",18,1,0,19,19,0,1
8,"5,3",5,3,1,6,1,K,0,,0,,0,,0,"5,3,6,K",16,0,0,8,24,1,0
Q,"A,10",A,10,0,,0,,0,,0,,0,,0,"A,10",18,0,0,21,21,0,1
8,"7,4",7,4,1,K,0,,0,,0,,0,,0,"7,4,K",18,0,0,11,21,0,1
K,"2,5",2,5,0,,0,,0,,0,,0,,0,"2,5",21,0,0,7,7,0,0
J,"Q,5",Q,5,1,2,1,5,0,,0,,0,,0,"Q,5,2,5",17,0,0,15,22,1,0
4,"5,7",5,7,1,6,0,,0,,0,,0,,0,"5,7,6",25,1,1,12,18,0,1
4,"A,7",A,7,1,5,1,6,0,,0,,0,,0,"A,7,5,6",22,1,1,18,19,0,1
3,"6,9",6,9,1,A,0,,0,,0,,0,,0,"6,9,A",18,1,0,15,16,0,0
9,"K,A",K,A,0,,0,,0,,0,,0,,0,"K,A",17,1,0,21,21,0,1
9,"K,J",K,J,0,,0,,0,,0,,0,,0,"K,J",17,1,0,20,20,0,1
A,"J,2",J,2,1,Q,0,,0,,0,,0,,0,"J,2,Q",19,0,0,12,22,1,0
6,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",21,1,0,18,18,0,0
6,"4,7",4,7,1,10,0,,0,,0,,0,,0,"4,7,10",20,1,0,11,21,0,1
Q,"5,6",5,6,1,3,0,,0,,0,,0,,0,"5,6,3",19,1,0,11,14,0,0
Q,"5,K",5,K,0,,0,,0,,0,,0,,0,"5,K",19,1,0,15,15,0,0
4,"5,7",5,7,1,K,0,,0,,0,,0,,0,"5,7,K",11,0,0,12,22,1,0
10,"6,J",6,J,1,6,0,,0,,0,,0,,0,"6,J,6",14,0,0,16,22,1,0
9,"8,3",8,3,1,5,0,,0,,0,,0,,0,"8,3,5",22,1,1,11,16,0,1
4,"7,J",7,J,0,,0,,0,,0,,0,,0,"7,J",26,1,1,17,17,0,1
5,"9,3",9,3,1,A,0,,0,,0,,0,,0,"9,3,A",23,1,1,12,13,0,1
9,"J,5",J,5,0,,0,,0,,0,,0,,0,"J,5",17,1,0,15,15,0,0
5,"2,A",2,A,0,,0,,0,,0,,0,,0,"2,A",21,1,0,13,13,0,0
K,"5,7",5,7,0,,0,,0,,0,,0,,0,"5,7",17,0,0,12,12,0,0
8,"3,A",3,A,0,10,0,,0,,0,,0,,0,"3,A,10",18,0,0,14,14,0,0
5,"4,8",4,8,0,,0,,0,,0,,0,,0,"4,8",18,1,0,12,12,0,0
10,"2,A",2,A,1,Q,1,J,0,,0,,0,,0,"2,A,Q,J",13,0,0,13,23,1,0
5,"3,8",3,8,1,6,0,,0,,0,,0,,0,"3,8,6",25,1,1,11,17,0,1
J,"7,4",7,4,1,K,0,,0,,0,,0,,0,"7,4,K",19,0,0,11,21,0,1
4,"K,J",K,J,0,,0,,0,,0,,0,,0,"K,J",17,1,0,20,20,0,1
2,"8,2",8,2,1,6,1,8,0,,0,,0,,0,"8,2,6,8",12,0,0,10,24,1,0
6,"8,K",8,K,0,,0,,0,,0,,0,,0,"8,K",18,1,0,18,18,0,0
6,"5,2",5,2,1,8,0,,0,,0,,0,,0,"5,2,8",20,1,0,7,15,0,0
J,"7,A",7,A,0,,0,,0,,0,,0,,0,"7,A",24,1,1,18,18,0,1
K,"10,8",10,8,1,5,0,,0,,0,,0,,0,"10,8,5",19,0,0,18,23,1,0
10,"9,Q",9,Q,0,,0,,0,,0,,0,,0,"9,Q",21,0,0,19,19,0,0
6,"5,7",5,7,0,,0,,0,,0,,0,,0,"5,7",18,1,0,12,12,0,0
10,"Q,J",Q,J,0,,0,,0,,0,,0,,0,"Q,J",17,1,0,20,20,0,1
A,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",17,0,0,18,18,0,1
A,"8,9",8,9,0,,0,,0,,0,,0,,0,"8,9",24,1,1,17,17,0,1
5,"2,Q",2,Q,0,,0,,0,,0,,0,,0,"2,Q",17,1,0,12,12,0,0
J,"5,2",5,2,1,A,0,,0,,0,,0,,0,"5,2,A",20,0,0,7,18,0,0
K,"A,7",A,7,0,J,0,,0,,0,,0,,0,"A,7,J",20,0,0,18,18,0,0
10,"2,8",2,8,1,7,0,,0,,0,,0,,0,"2,8,7",18,1,0,10,17,0,0
8,"Q,3",Q,3,0,,0,,0,,0,,0,,0,"Q,3",21,1,0,13,13,0,0
4,"7,A",7,A,0,,0,,0,,0,,0,,0,"7,A",21,1,0,18,18,0,0
7,"2,2",2,2,1,2,1,9,1,10,0,,0,,0,"2,2,2,9,10",15,0,0,4,25,1,0
10,"9,Q",9,Q,0,,0,,0,,0,,0,,0,"9,Q",22,1,1,19,19,0,1
5,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",18,1,0,20,20,0,1
A,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",19,1,0,20,20,0,1
A,"Q,6",Q,6,0,,0,,0,,0,,0,,0,"Q,6",23,1,1,16,16,0,1
K,"6,2",6,2,1,6,0,,0,,0,,0,,0,"6,2,6",22,1,1,8,14,0,1
J,"2,6",2,6,1,6,0,,0,,0,,0,,0,"2,6,6",23,1,1,8,14,0,1
6,"3,4",3,4,1,A,0,,0,,0,,0,,0,"3,4,A",26,1,1,7,18,0,1
A,"K,J",K,J,0,,0,,0,,0,,0,,0,"K,J",21,0,0,20,20,0,0
7,"9,8",9,8,0,,0,,0,,0,,0,,0,"9,8",17,0,0,17,17,0,0
7,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",22,1,1,19,19,0,1
3,"4,J",4,J,0,,0,,0,,0,,0,,0,"4,J",24,1,1,14,14,0,1
2,"3,J",3,J,0,,0,,0,,0,,0,,0,"3,J",22,1,1,13,13,0,1
10,"K,2",K,2,0,,0,,0,,0,,0,,0,"K,2",21,0,0,12,12,0,0
3,"8,7",8,7,0,,0,,0,,0,,0,,0,"8,7",17,1,0,15,15,0,0
Q,"Q,J",Q,J,0,,0,,0,,0,,0,,0,"Q,J",22,1,1,20,20,0,1
K,"7,3",7,3,1,5,1,J,0,,0,,0,,0,"7,3,5,J",20,0,0,10,25,1,0
7,"Q,K",Q,K,0,,0,,0,,0,,0,,0,"Q,K",20,1,0,20,20,0,0
Q,"6,8",6,8,1,10,0,,0,,0,,0,,0,"6,8,10",17,0,0,14,24,1,0
A,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",21,0,0,20,20,0,0
10,"2,9",2,9,1,2,0,,0,,0,,0,,0,"2,9,2",26,1,1,11,13,0,1
J,"Q,J",Q,J,0,,0,,0,,0,,0,,0,"Q,J",18,0,0,20,20,0,1
4,"Q,2",Q,2,1,A,1,5,0,,0,,0,,0,"Q,2,A,5",22,1,1,12,18,0,1
A,"10,6",10,6,1,4,0,,0,,0,,0,,0,"10,6,4",19,0,0,16,20,0,1
J,"6,5",6,5,1,8,0,,0,,0,,0,,0,"6,5,8",21,1,0,11,19,0,0
A,"10,10",10,10,0,,0,,0,,0,,0,,0,"10,10",17,1,0,20,20,0,1
7,"9,4",9,4,1,6,0,,0,,0,,0,,0,"9,4,6",17,0,0,13,19,0,1
3,"A,8",A,8,0,,0,,0,,0,,0,,0,"A,8",19,1,0,19,19,0,0
10,"A,6",A,6,0,,0,,0,,0,,0,,0,"A,6",24,1,1,17,17,0,1
10,"2,A",2,A,1,3,0,,0,,0,,0,,0,"2,A,3",17,0,0,13,16,0,0
8,"Q,4",Q,4,0,,0,,0,,0,,0,,0,"Q,4",19,0,0,14,14,0,0
9,"3,J",3,J,1,6,0,,0,,0,,0,,0,"3,J,6",21,1,0,13,19,0,0
8,"A,5",A,5,0,9,0,,0,,0,,0,,0,"A,5,9",17,0,0,16,15,0,0
A,"Q,8",Q,8,0,,0,,0,,0,,0,,0,"Q,8",21,0,0,18,18,0,0
A,"K,2",K,2,0,,0,,0,,0,,0,,0,"K,2",20,1,0,12,12,0,0
3,"J,4",J,4,1,K,0,,0,,0,,0,,0,"J,4,K",13,0,0,14,24,1,0
8,"Q,A",Q,A,0,,0,,0,,0,,0,,0,"Q,A",18,0,0,21,21,0,1
K,"Q,6",Q,6,0,,0,,0,,0,,0,,0,"Q,6",18,0,0,16,16,0,0
Q,"6,Q",6,Q,1,10,0,,0,,0,,0,,0,"6,Q,10",20,0,0,16,26,1,0
6,"A,3",A,3,1,A,1,K,1,3,0,,0,,0,"A,3,A,K,3",25,1,1,14,18,0,1
Q,"A,9",A,9,0,,0,,0,,0,,0,,0,"A,9",25,1,1,20,20,0,1
8,"9,6",9,6,1,7,0,,0,,0,,0,,0,"9,6,7",18,0,0,15,22,1,0
8,"K,10",K,10,0,,0,,0,,0,,0,,0,"K,10",20,1,0,20,20,0,0
10,"10,4",10,4,0,,0,,0,,0,,0,,0,"10,4",24,1,1,14,14,0,1
5,"10,Q",10,Q,0,,0,,0,,0,,0,,0,"10,Q",17,1,0,20,20,0,1
K,"J,6",J,6,0,,0,,0,,0,,0,,0,"J,6",20,0,0,16,16,0,0
3,"2,7",2,7,1,4,1,10,0,,0,,0,,0,"2,7,4,10",11,0,0,9,23,1,0
K,"A,4",A,4,1,10,1,9,0,,0,,0,,0,"A,4,10,9",20,0,0,15,24,1,0
8,"8,Q",8,Q,0,,0,,0,,0,,0,,0,"8,Q",19,0,0,18,18,0,0
8,"2,7",2,7,1,4,0,,0,,0,,0,,0,"2,7,4",17,1,0,9,13,0,0
Q,"2,9",2,9,1,6,1,3,0,,0,,0,,0,"2,9,6,3",20,0,0,11,20,0,0
2,"7,Q",7,Q,0,,0,,0,,0,,0,,0,"7,Q",17,1,0,17,17,0,0
Q,"8,3",8,3,1,4,1,Q,0,,0,,0,,0,"8,3,4,Q",20,0,0,11,25,1,0
4,"9,10",9,10,0,,0,,0,,0,,0,,0,"9,10",20,1,0,19,19,0,0
Q,"9,7",9,7,1,A,0,,0,,0,,0,,0,"9,7,A",20,1,0,16,17,0,0
9,"9,5",9,5,0,,0,,0,,0,,0,,0,"9,5",19,0,0,14,14,0,0
6,"A,4",A,4,0,,0,,0,,0,,0,,0,"A,4",17,1,0,15,15,0,0
5,"5,Q",5,Q,1,7,0,,0,,0,,0,,0,"5,Q,7",12,0,0,15,22,1,0
8,"10,J",10,J,0,,0,,0,,0,,0,,0,"10,J",22,1,1,20,20,0,1
2,"A,7",A,7,1,J,1,6,0,,0,,0,,0,"A,7,J,6",7,0,0,18,24,1,0
J,"6,A",6,A,0,,0,,0,,0,,0,,0,"6,A",17,0,0,17,17,0,0
8,"K,2",K,2,0,,0,,0,,0,,0,,0,"K,2",17,1,0,12,12,0,0
2,"K,7",K,7,0,,0,,0,,0,,0,,0,"K,7",20,1,0,17,17,0,0
3,"6,J",6,J,1,2,0,,0,,0,,0,,0,"6,J,2",18,1,0,16,18,0,0
J,"5,10",5,10,1,8,0,,0,,0,,0,,0,"5,10,8",19,0,0,15,23,1,0
2,"7,A",7,A,0,,0,,0,,0,,0,,0,"7,A",25,1,1,18,18,0,1
4,"3,Q",3,Q,0,,0,,0,,0,,0,,0,"3,Q",18,1,0,13,13,0,0
A,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",17,1,0,20,20,0,1
J,"4,A",4,A,1,8,1,Q,0,,0,,0,,0,"4,A,8,Q",17,0,0,15,23,1,0
9,"A,3",A,3,0,8,0,,0,,0,,0,,0,"A,3,8",19,0,0,14,12,0,0
10,"6,4",6,4,1,5,0,,0,,0,,0,,0,"6,4,5",20,1,0,10,15,0,0
2,"8,4",8,4,0,,0,,0,,0,,0,,0,"8,4",20,1,0,12,12,0,0
K,"2,Q",2,Q,1,7,0,,0,,0,,0,,0,"2,Q,7",20,0,0,12,19,0,0
3,"7,9",7,9,0,,0,,0,,0,,0,,0,"7,9",25,1,1,16,16,0,1
9,"J,K",J,K,0,,0,,0,,0,,0,,0,"J,K",19,0,0,20,20,0,1
10,"2,J",2,J,1,K,0,,0,,0,,0,,0,"2,J,K",17,0,0,12,22,1,0
9,"Q,6",Q,6,0,,0,,0,,0,,0,,0,"Q,6",21,1,0,16,16,0,0
2,"7,A",7,A,0,,0,,0,,0,,0,,0,"7,A",21,1,0,18,18,0,0
10,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",19,0,0,20,20,0,1
4,"A,J",A,J,0,,0,,0,,0,,0,,0,"A,J",14,0,0,21,21,0,1
8,"7,2",7,2,1,2,1,9,0,,0,,0,,0,"7,2,2,9",17,1,0,9,20,0,1
6,"7,9",7,9,1,6,0,,0,,0,,0,,0,"7,9,6",16,0,0,16,22,1,0
3,"2,4",2,4,1,A,0,,0,,0,,0,,0,"2,4,A",22,1,1,6,17,0,1
8,"4,8",4,8,0,,0,,0,,0,,0,,0,"4,8",20,1,0,12,12,0,0
5,"J,Q",J,Q,0,,0,,0,,0,,0,,0,"J,Q",23,1,1,20,20,0,1
7,"A,3",A,3,0,,0,,0,,0,,0,,0,"A,3",19,1,0,14,14,0,0
7,"Q,7",Q,7,0,,0,,0,,0,,0,,0,"Q,7",23,1,1,17,17,0,1
